Id	Text	Label
SA_TU_84	worst comedyboreingtelikeda tenali enna favourite team10 yeard tuvondu ullefirst time ethonji boreing ainisorry	Neutral
SA_TU_85	ಈ ಸಿನಿಮಾ ಫುಲ್ ಸಿನಿಮಾವಾಗಿ ಯಾವಾಗ ಬರುತ್ತೆ ತಿಳಿಸಿ ಕೊಡಿ ಪ್ಲೀಸ್	Not Tulu
SA_TU_86	ajji is no moresad news	Not Tulu
SA_TU_87	samuel you are soo hambal parsan rakshitha youvar gret so quet💞💞💞💞	Not Tulu
SA_TU_88	mad in kudla  	Not Tulu
SA_TU_89	super anna i love this song nanala enchene mast album malpule	Positive
SA_TU_90	anchoring mlpunar er onthe jasthi tulu ne patherle 	Negative
SA_TU_91	"releasing soon

       "	Not Tulu
SA_TU_92	one like for military atth mesthri🤣🤣🤣🤣	Positive
SA_TU_93	ಓಂ ನಾಮ  ಶಿವ   ಓಂ ಗುಳಿಗ	Not Tulu
SA_TU_94	picture downloadalple appe teacher	Neutral
SA_TU_95	appe teacher ath ninna amme teacher	Neutral
SA_TU_96	ನನಲಾತ್ ರೈಸ್ ಲೆ 🙏🙏🤣	Mixed
SA_TU_97	"ತುಲು ಲಿಪಿಟ್ ಸಾಧನೆ ಮಲ್ದಿನ ಜೋಕುಲು❤️❤️

       "	Neutral
SA_TU_98	roopesh n acting over apundu dubbe anchoring	Negative
SA_TU_99	super bothhh entirely so good	Not Tulu
SA_TU_100	ಧನ್ಯವಾದ ನಮ್ಮ ಕುಡ್ಲ 👏	Not Tulu
SA_TU_101	aadhunik song pani kati ramro garnuvyko i like it	Not Tulu
SA_TU_102	amazing only you guys can do such amazing videos	Not Tulu
SA_TU_103	aayena pukuli maya ge	Neutral
SA_TU_104	"ತುಳುನಾಡ ರಾಜೆ ತುಳುವಾಲ ಬಲೀಂದ್ರನ್ ಸುಗಿಪೆರೆ ತಾರೆದ ಕೋಲುಗು ಬೊಲ್ದು  ಕುಂಟು ಸುತ್ತುದು ಬಚ್ಚಿರೆ ಬಜ್ಜೆಯಿ ತುಂಡು ತಾರಾಯಿ ಬಜಿಲ್ ಪುಡಾಯಿಡ್ ದೀವೊಂದು ಪೊರ್ತು ಕಂತ್‌ನಗ ಕಂಡೊಗ್ ಪೋದು ತುಡರ್ ದೀದ್ ಲೋಕೊಗು ಎದುಕೊನುನ ಬಲೀಂದ್ರ ಪರ್ಬ

ತುಡರ್ಪರ್ಬ "	Neutral
SA_TU_105	ಸಾಹಿತ್ಯ ಗಾಯನ ವಿಡಿಯೋ ಸಂಕಲನ ಮಾತಲ ಮಸ್ತ್ ಪೊರ್ಲು ಬೈದ್ಂಡ್ ತಂಡೊಗು ಗೇಲಾವಡ್❤	Positive
SA_TU_106	yarannu kilagi kanabarduyennuva sandeshasuperb	Neutral
SA_TU_107	aa porludu porlu porlu e tulunadu	Positive
SA_TU_108	really i fully enjoyed sooperb	Not Tulu
SA_TU_109	i know tulu language little bit	Not Tulu
SA_TU_110	masth shoku aathundu sir nikalena comedy	Positive
SA_TU_111	start aandu namana parba	Mixed
SA_TU_112	moovie tojapavunu atta  kali  scene  tojapavuna	Neutral
SA_TU_113	i love you ajji 😘😘😊😊	Not Tulu
SA_TU_114	"ill illad tuluva kodi 

this november let us hoist our flag on every homes of  our language deserves recognition our language is no lesser than other  languages 

kl

   "	Positive
SA_TU_115	ಕಾಸ್ ಓಲ್ದೀಪರ್ ನಾಟಕದ ಆಡಿಯೋ ಫುಲ್ ಪಾಡ್ಲೆ	Neutral
SA_TU_116	deepak rai always top	Not Tulu
SA_TU_117	baari shok atand	Positive
SA_TU_118	fish fresh undu 😋 😍 stay blessed always 🎊 ❤	Mixed
SA_TU_119	bro fitst learn tulu	Not Tulu
SA_TU_120	1012 varshada dumbuda radio mirchida feel batthnd	Mixed
SA_TU_121	music is good 😍😍😍 but lyricss 	Positive
SA_TU_122	feeling bore ooooppphhh	Neutral
SA_TU_123	trailer tunaga yanla anchane yeniye aanda kode movie tuye next level undu movie 🔥	Negative
SA_TU_124	super ye vinayak	Not Tulu
SA_TU_125	superb good job by prashampsa team superb acting by all the 3	Not Tulu
SA_TU_126	pirak da porlunu kanneduru thojayar🙏🙏🙏🙏😍👌	Negative
SA_TU_127	any tuluwas here 🇮🇳🇮🇳	Not Tulu
SA_TU_128	"ತುಳುಟ್ ಪಾತೆರ್ನ್ಡ ಅಶುದ್ಧ ಆಪುಜಿ ತುಳುವಗ್ ಮಗೆ ಆದ್ ಪುಟ್ಟಿನೆಡ್ದ್ ತುಳುಬಾಸೆಡ್ ಪಾತೆರುವೆ ಪಂದ್ ಪಂತಿನ ಆಚಾರ್ಯ ಮಧ್ವೆರ್ ಪುಟ್ಟಿನ ಈ ಪುಣ್ಯದಿನೊತಾನಿ ಆರೆನ್ ಸುಗಿಪುಗ
 "	Neutral
SA_TU_129	pira teer poyal😂😂😂 👏👏👏👏	Neutral
SA_TU_130	spr acct shashi anna all the best team 🎉❤❤❤	Not Tulu
SA_TU_131	bro your vedio are super	Not Tulu
SA_TU_132	full movie yepa padvar	Neutral
SA_TU_133	next time  varun dhawans cooli or judwa 2	Not Tulu
SA_TU_134	fan da gaaali barondu undu bro😂😂❤❤❤❤	Negative
SA_TU_135	i enjoying ur every episode	Not Tulu
SA_TU_136	romantic pukuli song  epic	Not Tulu
SA_TU_137	dislike daaye malpwera eeth super programme uppunaga	Mixed
SA_TU_138	tulu comedyda kick tuluverege gotta	Mixed
SA_TU_139	ದಿನೇಶೇ ಆಲೇನೆ  ತೂಪೆ  ಆಲೇನೆ ತೂಪೆ 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌	Neutral
SA_TU_140	23 min g punching dialogue	Mixed
SA_TU_141	rakshitavikasag golibaje dayeg korthijjjjjjjjjjjjaaaaaaaa😂😂😂😂	Neutral
SA_TU_142	full meals comedy 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍super	Not Tulu
SA_TU_143	dala unda da ottugu aah silver play button la sale g unda	Neutral
SA_TU_144	kapikad is a true legend	Not Tulu
SA_TU_145	masth like undu serial tnk u all	Positive
SA_TU_146	waltar sir namasthe  ck prasanth supar	Positive
SA_TU_147	yekka saka thulu full movie	Mixed
SA_TU_148	"ಸಾಮಾಜಿಕ ನ್ಯಾಯೊ ದಲಿತೆರೆಗಾದ್ ವಿದ್ಯೆಗಾದ್ ಪೊರುಂಬಾಟ ಮಲ್ತಿನ ಕುದ್ಮಲ್ ರಂಗರಾವ್ ಮೆರೆನ ಪುಟ್ಟುದಿನ ದಿನತಾನಿ ಮೆರೆನ್ ನೆನೆತೊನುಗ
 "	Neutral
SA_TU_149	"ಮಧೂರು ಶ್ರೀ ಮದನಂತೇಶ್ವರ ವಿನಾಯಕ ದೇವಲ್ಯೊನು ತೌಳವ ವಾಸ್ತುಶಿಲ್ಪದ ಪ್ರಕಾರ ಕಟ್ಟದ್ಂಡ್ ಮುಲ್ಪದ ಗಣಪತಿನ್ ಬೊಡ್ಡಜ್ಜೆ ಬೊಡ್ಡ ಗಣೇಶೆ ಪಂದ್‌ಲಾ ಲೆಪ್ಪುವೆರ್

ನಮ್ಮಊರು "	Neutral
SA_TU_150	sabai comments garne bahirako matra xa taa	Positive
SA_TU_151	really not expected 😘😘😘😘😘	Not Tulu
SA_TU_152	benki dosta especially that piles scene	Not Tulu
SA_TU_153	jai tulunadpatherdh oripaga namma tulu bhaase nu	Positive
SA_TU_154	wow super akka ❤	Positive
SA_TU_155	entrainment in under one roof	Not Tulu
SA_TU_156	soooper movie mosa ejjitime pass and jai tulunadu	Positive
SA_TU_157	bega 2 nd part padle	Mixed
SA_TU_158	last baidini ar santu aa	Mixed
SA_TU_159	please next time poki maya song  i am waiting your song	Not Tulu
SA_TU_160	yebe bakaasure 😂mella thinlla 😂	Neutral
SA_TU_161	santu g corona battnd ge andaaaa  aikke santu ijje  satyaaa naaaaa	Negative
SA_TU_162	kamblada msg korina bari supper athnd 	Positive
SA_TU_163	please upload kasoldiparpudar deethijiakkaaduperla yavunikulu matha ullaratha	Not Tulu
SA_TU_164	yappa neer full undu	Mixed
SA_TU_165	undu padya kendddh kudla g ithina moke double aathnd namma tulunadu ge jai	Mixed
SA_TU_166	"ಸುದ್ಧ ತುಳು ಚಿತ್ರಗ್ 2006ಟ್ ಓಸಿಯನ್ ಫಿಲ್ಮ್ ಫೆಸ್ಟಿವಲ್‌ಡ್ ಉತ್ತಮ ಭಾರತೀಯ ಸಿನಿಮಾ ಪನ್ಪಿ ಮಾನಾದಿಗೆ ತಿಕ್ಕ್‌ದ್ಂಡ್
 "	Neutral
SA_TU_167	part 2 malpuvara bro atthu ending aanda	Neutral
SA_TU_168	en guru e range ge idde masth guru	Positive
SA_TU_169	ಮಾತೆರೆಗುಲ ಸೊಲ್ಮೆಲು ಯಂಕುಲೆಗುಲ ಮಸ್ತ್ ಕುಶಿ ಆವೊಂದುಂಡು 😀😀😀	Positive
SA_TU_170	yenchi trol ye 😂😂😂spr trol ye 😂😂	Negative
SA_TU_171	oh ma go true luv	Not Tulu
SA_TU_172	gunjan ka dard	Neutral
SA_TU_173	anna kambala da bagge vedio malpi	Mixed
SA_TU_174	"ತುಲು ಬಾಸೆ ಆಯಿನಾತ್‌ ಬೇಗ ಅಧಿಕೃತ ಆವಡ್ ಪನ್ಪಿ ದಿಟ್ಟಿಡ್ ದೇವೆರೆಡೊಂಜಿ ಸುಗಿಪು

kl  "	Neutral
SA_TU_175	super comedy please send me the link of chimpus episode making superb athnd	Not Tulu
SA_TU_176	good performance teama roopesh n deppule marre nikleg bethe yerla tikkijera	Neutral
SA_TU_177	bari shokuda song❤	Not Tulu
SA_TU_178	nanku deveruller audio budle🙏	Mixed
SA_TU_179	1 laksha price amount bari kammi andu	Negative
SA_TU_180	mood changes with these videos 😅😅	Not Tulu
SA_TU_181	pukuli thikkunda pannle bro	Neutral
SA_TU_182	"ಬೊಲ್ತೆರ್‌ದ ಅರ್ವ ಒಂತೆ ಸಮೆ ಅಜಿಲರಸೆರೆನ ರಾಜಧಾನಿ ಆದಿತ್ತ್ಂಡ್
ನಿಕುಲೆಗ್ಗೊತ್ತುಂಡಾ
 "	Negative
SA_TU_183	a maala banji dar  oleere	Not Tulu
SA_TU_184	mobile boduu wow	Mixed
SA_TU_185	yenchi saav da blinking	Neutral
SA_TU_186	"ಒಡಿಪುದಾರ್ ಆಯಿನ ಬೆಳ್ಳೆ ಮೋನಪ್ಪ ಹೆಗ್ಡೆ ಹೃದ್ರೋಗ ವೈದ್ಯಕೀಯ ಕ್ಷೇತ್ರೊಡ್ ಮಾಮಲ್ಲ ಸಾಧನೆ ಮಲ್ದಿನಾರ್ ಲಂಡನ್‌ದ ಮಾತಾ ರಾಯಲ್ ಕಾಲೇಜ್‌ಲೆನ ಫೆಲೋಶಿಪ್ ಪಡೆಯಿನ ಸುರುತ ತುಳುವೆರ್ ಪನ್ಪಿ ಪುಗರ್ತೆ ಮೆರೆಗ್ ಉಂಡು ಮೆರೆನ ಈ ಸಾಧನೆಲೆನ್ ಗುರ್ತಿಸಾದ್ ಭಾರತ ಸರ್ಕಾರ ಪದ್ಮ ವಿಭೂಷಣ ಪ್ರಶಸ್ತಿ ಕೊರ್ದ್ ಮಾನಾದಿಗೆ ಮಲ್ದುಂಡು

ನಮ್ಮತುಳುವೆರ್ "	Mixed
SA_TU_187	oh my pukuli ❤	Not Tulu
SA_TU_188	दामी छ है हजुर गित सफलताको सुभकामना	Not Tulu
SA_TU_189	forever no1 outstanding performance from prasamsa team long live god bless	Not Tulu
SA_TU_190	ಆದರೆ rummy add ಒಂದು ಬೇಡಿತ್ತು	Neutral
SA_TU_191	waav supperv telth telh saakand	Positive
SA_TU_192	im from  karala  but like it super song bulle ban martara super	Not Tulu
SA_TU_193	ಆವೊಲಿಈರ್ ಸೂಪರ್ 👏👏👏👏👍	Positive
SA_TU_194	siddhu character manpinar yenk masth ishta apnd arna nija pudar dada yeregla gottithnda panle	Mixed
SA_TU_195	ಮಂಜು ರೈ ಮೂಳೂರು ಸೂಪರ್	Positive
SA_TU_196	frist time tulu keltidini yenu tilitilla  kannadadalli aagidre channagirodu	Not Tulu
SA_TU_197	ತುಂಬಾ  ಸುಂದರವಾಗಿ  ಮೂಡಿ ಬಂದಿದೆ ಎಲ್ಲಾ  ಕಲಾವಿದರೂ  ಶ್ರೇಷ್ಠ  ಅಭಿನಯವನ್ನು  ನೀಡಿದ್ದಾರೆ	Not Tulu
SA_TU_198	and support our new programme dance 2 dance  	Not Tulu
SA_TU_199	nice clean comedy	Not Tulu
SA_TU_200	1 laksha price amount bari kammi andu	Negative
SA_TU_201	masthu yedde klsa mlthar	Positive
SA_TU_202	goosebumps starts at  1054 🔥🙏	Not Tulu
SA_TU_203	spr manju rai sir	Not Tulu
SA_TU_204	"rt  ನಮನ ಅವಸ್ತೆ🤦‍♂️
    "	Neutral
SA_TU_205	haha super concept dialogue acting mata super attund	Positive
SA_TU_206	av jabbe padhina jana yer byaaa ssttt acting	Neutral
SA_TU_207	kaanuunu maadiddu maane ನನಗೋಸ್ಕರ ಎಂದು ತಿಳಿಯಬೇಕುರಾಜಯೋಗ	Neutral
SA_TU_208	tulunad dhakl poora umbena pukli nadere baider 🤣  	Neutral
SA_TU_209	bari shok athnd akka ✨🙏🏻🤩	Positive
SA_TU_210	akka super your videos	Not Tulu
SA_TU_211	ಮದುವೆಗೂ ಮುಂಚೆ ನಿಮ್ಮ ಕಾಮಿಡಿ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಬರ್ತಿತ್ತು u0001f972u0001f972u0001f972u0001f972ಈಗ ಏಕೆ ತುಂಬಾ ಡಲ್ಲಾಗಿ ಬಿಟ್ಟಿದ್ದೀರಾ	Not Tulu
SA_TU_212	full movie korlaya	Mixed
SA_TU_213	e page daregh full confuse aavu kudladaklena comment tudhu 😂😂	Negative
SA_TU_214	mathernala yedde athund	Positive
SA_TU_215	  tq tq 😂	Neutral
SA_TU_216	everyones favourite in tulu nadu	Not Tulu
SA_TU_217	ದೈವ devere  gu ಅವಮಾನ malpochi plz 😒😒😒😈😈😈😈	Negative
SA_TU_218	supper arunernateam daklenasix hakere ireerd kalpodu	Positive
SA_TU_219	yerna pura undu vedio tudu pukuli maya athnd	Negative
SA_TU_220	superbplease upload ending scene	Not Tulu
SA_TU_221	good deepak rai § team	Not Tulu
SA_TU_222	super super bhagavatike ennu super 👌 👌 👌 👌	Not Tulu
SA_TU_223	no words bro u r the best👍	Not Tulu
SA_TU_224	pls sir plszzzzz full video padle plz sir	Positive
SA_TU_225	how many people came in febmarch 2022 to find his pukli	Not Tulu
SA_TU_226	rafik   karkala	Mixed
SA_TU_227	"ಜೈ ತುಲುನಾಡ್ ರಿ ಕೂಟದ ಪದುಕೆರಾದ್ ಸೇರುನಕುಲು ಈ ಫಾರ್ಮ್ ದಿಂಜಾಲೆ
"	Negative
SA_TU_228	what a performenglishce sunilanna suprbtelth telth telkeda kadya pudandprashamsada levelg ittund performenglishce	Positive
SA_TU_229	zee kannada    gattimela idu  gattimela gattimidh bendr dekdeelaaaa😉	Positive
SA_TU_230	sooper comedy bokka laastgu good msg koriar	Mixed
SA_TU_231	ultimate lyrics ❤and singingjust wow ❤	Not Tulu
SA_TU_232	avra mother tongue tulu naavu avarige haage helodu sari illa avara swathantrakke addi barbardu	Positive
SA_TU_233	katapa gangar l parpe	Not Tulu
SA_TU_234	ರಾಗಿ ಮುದ್ದೆ ಮರ್ಯಾದೆ ಹೋಯಿತು	Neutral
SA_TU_235	  😂😂😂 ee yq	Neutral
SA_TU_236	😍bella neer bokka bachire pool	Neutral
SA_TU_237	ಕುರಿಯ ಹಾಲಿನಲ್ಲಿ  ನೊರೆ ಜಾಸ್ತಿ  ಕುರಬನ  ಹೃದಯದಲ್ಲಿ  ಪ್ರೀತಿ ಜಾಸ್ತಿ	Neutral
SA_TU_238	balthara barre mannuda karana	Mixed
SA_TU_239	super manasg ontara kushi korpina tulu filmda comedy actorsnakl super love u	Positive
SA_TU_240	"ತುಳು ಬರವುಮಾಲೆದ 11ನೇ ಅಚ್ಚರ  ē ಏ ഏ


 "	Neutral
SA_TU_241	ಬಾರಿ ಶೋಕು ಆತುಂಡ್	Positive
SA_TU_242	ತುಲುನಾಡ ಬೇತೆ ಸಂಸ್ಕೃತಿನ್ ಪಟ್ಪೊನ್ಲೆ ಅತ್ತ ನಿಕಲ ಬೇತೆ ಟ್ಯಾಲೆಂಟ್ಸ್ ನ್ ತೋಜಲೆ ಯಾನೇ ಸುರುಕು  ಸಪೋರ್ಟ್ ಮಲ್ಪುವೆ	Neutral
SA_TU_243	one of this superb extradinory next level song 😍😍	Not Tulu
SA_TU_244	marali prayatnisu geluvu nimmade	Neutral
SA_TU_245	pucche da kathe yedde etthund	Mixed
SA_TU_246	rohit  ayitha artha namak arthayi bokkala dumbu konopina sariyath 🌴👑🌴🤔	Negative
SA_TU_247	ernala santhu na jodi super 😂😂😂🤣	Neutral
SA_TU_248	make more videos	Not Tulu
SA_TU_249	laxman sir pandina correct	Positive
SA_TU_250	sudeepanna as always👌👌👌👌🤩🤣	Not Tulu
SA_TU_251	what a funny video dislike maldhinakleg marl mevakaade janakulu	Not Tulu
SA_TU_252	bale telpali epa tundala bare layak apundu	Positive
SA_TU_253	best of luck	Not Tulu
SA_TU_254	o dever erena santunu tojale	Negative
SA_TU_255	its ok stay safe and take care of yourself and family	Not Tulu
SA_TU_256	nalla  irukku nenaikkire	Neutral
SA_TU_257	super good quality jokeswithout double meaning	Positive
SA_TU_258	deeraj sir super voice😊	Positive
SA_TU_259	ಈರ್ ಆವೊಲಿ ಮಾರ್ರೆheroine ನೇ ಮದಿಮೆ ಆತರ್  made for each other in acting ️	Positive
SA_TU_260	thuinath yavondijji ayyo god super athnd but full movie add malpuletha pls	Positive
SA_TU_261	this is what  bale telipaale  awsm	Not Tulu
SA_TU_262	wowwwwsuperbck anna erena shirt olpa paridind avlutoolege vora😂😂😂😂😂 	Positive
SA_TU_263	bappangai sari thinpale	Mixed
SA_TU_264	full movie yapa sir	Positive
SA_TU_265	indu performance att bucket pattini	Mixed
SA_TU_266	yenchi savda pukuli marre🤣	Neutral
SA_TU_267	e pukkuli pukkuli thood thood saakand matter	Neutral
SA_TU_268	jai hind jai namma karnataka jai namma tulunadu	Not Tulu
SA_TU_269	kori sukka special banalidu maldene ulai leppare alenu karma 🤣🤣	Neutral
SA_TU_270	namma tulu nadh	Positive
SA_TU_271	baari porluda performance prashamsa kaup congrats	Not Tulu
SA_TU_272	ನೆಕ್ಸ್ಟ್ ನಿಮ್ಮ ವಿಡಿಯೋ ಒಂದು ಪುಚ್ಚೆಯ ಕಥೆ ಆದಷ್ಟು ಬೇಗ ಬರಲಿ	Not Tulu
SA_TU_273	cameraman jeetu ಜೊತೆ	Neutral
SA_TU_274	superb   great entertainmentprashamsa team kaup	Not Tulu
SA_TU_275	season 4 alli prashamsa team irlilva	Not Tulu
SA_TU_276	actually baari yedde undu	Positive
SA_TU_277	bro pukuli panda dada 😂😂	Neutral
SA_TU_278	ಮುಖಾಂತರ ನಮಗೆ ಪರಿಚಯವನ್ನು ಮಾಡಿಸುವ ಕ್ರಮಬದ್ಧವಾದ ವಾತಾವರಣವನ್ನೇ ಸೃಷ್ಟಿ ಮಾಡುವ ನಿಮಗೆ ಎಲ್ಲರಿಗ್ಗೂ ಧನ್ಯವಾದಗಳು	Not Tulu
SA_TU_279	namma tv channel tulugana	Positive
SA_TU_280	more songs coming 🔜 🙌🏻	Not Tulu
